	img	cm	label
CN63_E2_13.996x7.993	../dataset/tile\CN63_E2\CN63_E2-13.996-7.993.jpeg	CN63_E2_13.996x7.993	p100
CN63_E2_14.004x12.917	../dataset/tile\CN63_E2\CN63_E2-14.004-12.917.jpeg	CN63_E2_14.004x12.917	p100
CN63_E2_14.007x8.932	../dataset/tile\CN63_E2\CN63_E2-14.007-8.932.jpeg	CN63_E2_14.007x8.932	p100
CN63_E2_14.008x9.91	../dataset/tile\CN63_E2\CN63_E2-14.008-9.91.jpeg	CN63_E2_14.008x9.91	p100
CN63_E2_14.015x10.924	../dataset/tile\CN63_E2\CN63_E2-14.015-10.924.jpeg	CN63_E2_14.015x10.924	p100
CN63_E2_14.022x11.912	../dataset/tile\CN63_E2\CN63_E2-14.022-11.912.jpeg	CN63_E2_14.022x11.912	p100
CN63_E2_14.933x10.925	../dataset/tile\CN63_E2\CN63_E2-14.933-10.925.jpeg	CN63_E2_14.933x10.925	p100
CN63_E2_14.937x8.994	../dataset/tile\CN63_E2\CN63_E2-14.937-8.994.jpeg	CN63_E2_14.937x8.994	p100
CN63_E2_14.939x9.916	../dataset/tile\CN63_E2\CN63_E2-14.939-9.916.jpeg	CN63_E2_14.939x9.916	p100
CN63_E2_14.945x14.887	../dataset/tile\CN63_E2\CN63_E2-14.945-14.887.jpeg	CN63_E2_14.945x14.887	p100
CN63_E2_14.952x6.973	../dataset/tile\CN63_E2\CN63_E2-14.952-6.973.jpeg	CN63_E2_14.952x6.973	p100
CN63_E2_14.958x11.915	../dataset/tile\CN63_E2\CN63_E2-14.958-11.915.jpeg	CN63_E2_14.958x11.915	p100
CN63_E2_14.964x13.888	../dataset/tile\CN63_E2\CN63_E2-14.964-13.888.jpeg	CN63_E2_14.964x13.888	p100
CN63_E2_14.968x12.899	../dataset/tile\CN63_E2\CN63_E2-14.968-12.899.jpeg	CN63_E2_14.968x12.899	p100
CN63_E2_15.96x6.934	../dataset/tile\CN63_E2\CN63_E2-15.96-6.934.jpeg	CN63_E2_15.96x6.934	p100
CN63_E2_15.971x9.911	../dataset/tile\CN63_E2\CN63_E2-15.971-9.911.jpeg	CN63_E2_15.971x9.911	p100
CN63_E2_15.973x5.964	../dataset/tile\CN63_E2\CN63_E2-15.973-5.964.jpeg	CN63_E2_15.973x5.964	p100
CN63_E2_15.974x10.871	../dataset/tile\CN63_E2\CN63_E2-15.974-10.871.jpeg	CN63_E2_15.974x10.871	p100
CN63_E2_15.977x13.858	../dataset/tile\CN63_E2\CN63_E2-15.977-13.858.jpeg	CN63_E2_15.977x13.858	p100
CN63_E2_15.98x8.968	../dataset/tile\CN63_E2\CN63_E2-15.98-8.968.jpeg	CN63_E2_15.98x8.968	p100
CN63_E2_15.983x12.875	../dataset/tile\CN63_E2\CN63_E2-15.983-12.875.jpeg	CN63_E2_15.983x12.875	p100
CN63_E2_15.984x11.902	../dataset/tile\CN63_E2\CN63_E2-15.984-11.902.jpeg	CN63_E2_15.984x11.902	p100
CN63_E2_15.984x15.877	../dataset/tile\CN63_E2\CN63_E2-15.984-15.877.jpeg	CN63_E2_15.984x15.877	p100
CN63_E2_15.99x7.938	../dataset/tile\CN63_E2\CN63_E2-15.99-7.938.jpeg	CN63_E2_15.99x7.938	p100
CN63_E2_16.88x9.932	../dataset/tile\CN63_E2\CN63_E2-16.88-9.932.jpeg	CN63_E2_16.88x9.932	p100
CN63_E2_16.917x6.954	../dataset/tile\CN63_E2\CN63_E2-16.917-6.954.jpeg	CN63_E2_16.917x6.954	p100
CN63_E2_16.919x7.913	../dataset/tile\CN63_E2\CN63_E2-16.919-7.913.jpeg	CN63_E2_16.919x7.913	p100
CN63_E2_16.921x6.029	../dataset/tile\CN63_E2\CN63_E2-16.921-6.029.jpeg	CN63_E2_16.921x6.029	p100
CN63_E2_16.935x12.881	../dataset/tile\CN63_E2\CN63_E2-16.935-12.881.jpeg	CN63_E2_16.935x12.881	p100
CN63_E2_16.935x8.976	../dataset/tile\CN63_E2\CN63_E2-16.935-8.976.jpeg	CN63_E2_16.935x8.976	p100
CN63_E2_16.937x10.895	../dataset/tile\CN63_E2\CN63_E2-16.937-10.895.jpeg	CN63_E2_16.937x10.895	p100
CN63_E2_16.938x11.887	../dataset/tile\CN63_E2\CN63_E2-16.938-11.887.jpeg	CN63_E2_16.938x11.887	p100
CN63_E2_16.939x14.893	../dataset/tile\CN63_E2\CN63_E2-16.939-14.893.jpeg	CN63_E2_16.939x14.893	p100
CN63_E2_16.94x13.885	../dataset/tile\CN63_E2\CN63_E2-16.94-13.885.jpeg	CN63_E2_16.94x13.885	p100
CN63_E2_17.914x7.931	../dataset/tile\CN63_E2\CN63_E2-17.914-7.931.jpeg	CN63_E2_17.914x7.931	p100
CN63_E2_17.916x5.999	../dataset/tile\CN63_E2\CN63_E2-17.916-5.999.jpeg	CN63_E2_17.916x5.999	p100
CN63_E2_17.922x6.961	../dataset/tile\CN63_E2\CN63_E2-17.922-6.961.jpeg	CN63_E2_17.922x6.961	p100
CN63_E2_17.926x12.883	../dataset/tile\CN63_E2\CN63_E2-17.926-12.883.jpeg	CN63_E2_17.926x12.883	p100
CN63_E2_17.935x8.926	../dataset/tile\CN63_E2\CN63_E2-17.935-8.926.jpeg	CN63_E2_17.935x8.926	p100
CN63_E2_17.938x11.887	../dataset/tile\CN63_E2\CN63_E2-17.938-11.887.jpeg	CN63_E2_17.938x11.887	p100
CN63_E2_17.939x10.917	../dataset/tile\CN63_E2\CN63_E2-17.939-10.917.jpeg	CN63_E2_17.939x10.917	p100
CN63_E2_17.939x9.89	../dataset/tile\CN63_E2\CN63_E2-17.939-9.89.jpeg	CN63_E2_17.939x9.89	p100
CN63_E2_17.942x13.888	../dataset/tile\CN63_E2\CN63_E2-17.942-13.888.jpeg	CN63_E2_17.942x13.888	p100
CN63_E2_18.915x7.927	../dataset/tile\CN63_E2\CN63_E2-18.915-7.927.jpeg	CN63_E2_18.915x7.927	p100
CN63_E2_18.928x6.933	../dataset/tile\CN63_E2\CN63_E2-18.928-6.933.jpeg	CN63_E2_18.928x6.933	p100
CN63_E2_18.928x8.928	../dataset/tile\CN63_E2\CN63_E2-18.928-8.928.jpeg	CN63_E2_18.928x8.928	p100
CN63_E2_18.933x11.853	../dataset/tile\CN63_E2\CN63_E2-18.933-11.853.jpeg	CN63_E2_18.933x11.853	p100
CN63_E2_18.933x12.871	../dataset/tile\CN63_E2\CN63_E2-18.933-12.871.jpeg	CN63_E2_18.933x12.871	p100
CN63_E2_18.935x5.984	../dataset/tile\CN63_E2\CN63_E2-18.935-5.984.jpeg	CN63_E2_18.935x5.984	p100
CN63_E2_18.943x9.874	../dataset/tile\CN63_E2\CN63_E2-18.943-9.874.jpeg	CN63_E2_18.943x9.874	p100
CN63_E2_18.944x13.866	../dataset/tile\CN63_E2\CN63_E2-18.944-13.866.jpeg	CN63_E2_18.944x13.866	p100
CN63_E2_18.946x10.905	../dataset/tile\CN63_E2\CN63_E2-18.946-10.905.jpeg	CN63_E2_18.946x10.905	p100
CN63_E2_19.966x9.882	../dataset/tile\CN63_E2\CN63_E2-19.966-9.882.jpeg	CN63_E2_19.966x9.882	p100
CN63_E2_19.975x6.964	../dataset/tile\CN63_E2\CN63_E2-19.975-6.964.jpeg	CN63_E2_19.975x6.964	p100
CN63_E2_19.978x11.865	../dataset/tile\CN63_E2\CN63_E2-19.978-11.865.jpeg	CN63_E2_19.978x11.865	p100
CN63_E2_19.984x5.956	../dataset/tile\CN63_E2\CN63_E2-19.984-5.956.jpeg	CN63_E2_19.984x5.956	p100
CN63_E2_19.988x13.877	../dataset/tile\CN63_E2\CN63_E2-19.988-13.877.jpeg	CN63_E2_19.988x13.877	p100
CN63_E2_19.994x8.903	../dataset/tile\CN63_E2\CN63_E2-19.994-8.903.jpeg	CN63_E2_19.994x8.903	p100
CN63_E2_19.998x12.867	../dataset/tile\CN63_E2\CN63_E2-19.998-12.867.jpeg	CN63_E2_19.998x12.867	p100
CN63_E2_20.006x7.907	../dataset/tile\CN63_E2\CN63_E2-20.006-7.907.jpeg	CN63_E2_20.006x7.907	p100
CN63_E2_20.012x10.906	../dataset/tile\CN63_E2\CN63_E2-20.012-10.906.jpeg	CN63_E2_20.012x10.906	p100
CN63_E2_20.894x8.907	../dataset/tile\CN63_E2\CN63_E2-20.894-8.907.jpeg	CN63_E2_20.894x8.907	p100
CN63_E2_20.906x10.89	../dataset/tile\CN63_E2\CN63_E2-20.906-10.89.jpeg	CN63_E2_20.906x10.89	p100
CN63_E2_20.906x5.996	../dataset/tile\CN63_E2\CN63_E2-20.906-5.996.jpeg	CN63_E2_20.906x5.996	p100
CN63_E2_20.907x11.897	../dataset/tile\CN63_E2\CN63_E2-20.907-11.897.jpeg	CN63_E2_20.907x11.897	p100
CN63_E2_20.909x7.964	../dataset/tile\CN63_E2\CN63_E2-20.909-7.964.jpeg	CN63_E2_20.909x7.964	p100
CN63_E2_20.911x6.978	../dataset/tile\CN63_E2\CN63_E2-20.911-6.978.jpeg	CN63_E2_20.911x6.978	p100
CN63_E2_20.913x9.9	../dataset/tile\CN63_E2\CN63_E2-20.913-9.9.jpeg	CN63_E2_20.913x9.9	p100
CN63_E2_20.921x13.873	../dataset/tile\CN63_E2\CN63_E2-20.921-13.873.jpeg	CN63_E2_20.921x13.873	p100
CN63_E2_20.924x12.89	../dataset/tile\CN63_E2\CN63_E2-20.924-12.89.jpeg	CN63_E2_20.924x12.89	p100
CN63_E2_21.88x7.908	../dataset/tile\CN63_E2\CN63_E2-21.88-7.908.jpeg	CN63_E2_21.88x7.908	p100
CN63_E2_21.901x10.854	../dataset/tile\CN63_E2\CN63_E2-21.901-10.854.jpeg	CN63_E2_21.901x10.854	p100
CN63_E2_21.911x8.898	../dataset/tile\CN63_E2\CN63_E2-21.911-8.898.jpeg	CN63_E2_21.911x8.898	p100
CN63_E2_21.915x12.847	../dataset/tile\CN63_E2\CN63_E2-21.915-12.847.jpeg	CN63_E2_21.915x12.847	p100
CN63_E2_21.917x6.952	../dataset/tile\CN63_E2\CN63_E2-21.917-6.952.jpeg	CN63_E2_21.917x6.952	p100
CN63_E2_21.927x5.981	../dataset/tile\CN63_E2\CN63_E2-21.927-5.981.jpeg	CN63_E2_21.927x5.981	p100
CN63_E2_21.938x13.854	../dataset/tile\CN63_E2\CN63_E2-21.938-13.854.jpeg	CN63_E2_21.938x13.854	p100
CN63_E2_21.938x9.877	../dataset/tile\CN63_E2\CN63_E2-21.938-9.877.jpeg	CN63_E2_21.938x9.877	p100
CN63_E2_21.951x11.852	../dataset/tile\CN63_E2\CN63_E2-21.951-11.852.jpeg	CN63_E2_21.951x11.852	p100
CN63_E2_22.985x11.898	../dataset/tile\CN63_E2\CN63_E2-22.985-11.898.jpeg	CN63_E2_22.985x11.898	p100
CN63_E2_22.988x13.891	../dataset/tile\CN63_E2\CN63_E2-22.988-13.891.jpeg	CN63_E2_22.988x13.891	p100
CN63_E2_22.991x8.928	../dataset/tile\CN63_E2\CN63_E2-22.991-8.928.jpeg	CN63_E2_22.991x8.928	p100
CN63_E2_22.993x12.909	../dataset/tile\CN63_E2\CN63_E2-22.993-12.909.jpeg	CN63_E2_22.993x12.909	p100
CN63_E2_23.006x9.923	../dataset/tile\CN63_E2\CN63_E2-23.006-9.923.jpeg	CN63_E2_23.006x9.923	p100
CN63_E2_23.012x10.912	../dataset/tile\CN63_E2\CN63_E2-23.012-10.912.jpeg	CN63_E2_23.012x10.912	p100
CN63_E2_23.016x6.972	../dataset/tile\CN63_E2\CN63_E2-23.016-6.972.jpeg	CN63_E2_23.016x6.972	p100
CN63_E2_23.021x7.917	../dataset/tile\CN63_E2\CN63_E2-23.021-7.917.jpeg	CN63_E2_23.021x7.917	p100
CN63_E2_23.945x7.957	../dataset/tile\CN63_E2\CN63_E2-23.945-7.957.jpeg	CN63_E2_23.945x7.957	p100
CN63_E2_23.956x10.926	../dataset/tile\CN63_E2\CN63_E2-23.956-10.926.jpeg	CN63_E2_23.956x10.926	p100
CN63_E2_23.97x9.929	../dataset/tile\CN63_E2\CN63_E2-23.97-9.929.jpeg	CN63_E2_23.97x9.929	p100
CN63_E2_23.975x12.938	../dataset/tile\CN63_E2\CN63_E2-23.975-12.938.jpeg	CN63_E2_23.975x12.938	p100
CN63_E2_23.978x8.908	../dataset/tile\CN63_E2\CN63_E2-23.978-8.908.jpeg	CN63_E2_23.978x8.908	p100
CN63_E2_23.983x11.892	../dataset/tile\CN63_E2\CN63_E2-23.983-11.892.jpeg	CN63_E2_23.983x11.892	p100
CN64_C1_16.07x15.905	../dataset/tile\CN64_C1\CN64_C1-16.07-15.905.jpeg	CN64_C1_16.07x15.905	p120
CN64_C1_16.105x16.927	../dataset/tile\CN64_C1\CN64_C1-16.105-16.927.jpeg	CN64_C1_16.105x16.927	p120
CN64_C1_16.109x17.929	../dataset/tile\CN64_C1\CN64_C1-16.109-17.929.jpeg	CN64_C1_16.109x17.929	p120
CN64_C1_17.054x17.941	../dataset/tile\CN64_C1\CN64_C1-17.054-17.941.jpeg	CN64_C1_17.054x17.941	p120
CN64_C1_17.074x15.926	../dataset/tile\CN64_C1\CN64_C1-17.074-15.926.jpeg	CN64_C1_17.074x15.926	p120
CN64_C1_17.076x16.918	../dataset/tile\CN64_C1\CN64_C1-17.076-16.918.jpeg	CN64_C1_17.076x16.918	p120
CN64_C1_17.08x14.932	../dataset/tile\CN64_C1\CN64_C1-17.08-14.932.jpeg	CN64_C1_17.08x14.932	p120
CN64_C1_17.082x18.926	../dataset/tile\CN64_C1\CN64_C1-17.082-18.926.jpeg	CN64_C1_17.082x18.926	p120
CN64_C1_18.055x15.948	../dataset/tile\CN64_C1\CN64_C1-18.055-15.948.jpeg	CN64_C1_18.055x15.948	p120
CN64_C1_18.071x12.909	../dataset/tile\CN64_C1\CN64_C1-18.071-12.909.jpeg	CN64_C1_18.071x12.909	p120
CN64_C1_18.081x14.926	../dataset/tile\CN64_C1\CN64_C1-18.081-14.926.jpeg	CN64_C1_18.081x14.926	p120
CN64_C1_18.095x18.942	../dataset/tile\CN64_C1\CN64_C1-18.095-18.942.jpeg	CN64_C1_18.095x18.942	p120
CN64_C1_18.098x13.927	../dataset/tile\CN64_C1\CN64_C1-18.098-13.927.jpeg	CN64_C1_18.098x13.927	p120
CN64_C1_18.121x20.914	../dataset/tile\CN64_C1\CN64_C1-18.121-20.914.jpeg	CN64_C1_18.121x20.914	p120
CN64_C1_18.123x16.946	../dataset/tile\CN64_C1\CN64_C1-18.123-16.946.jpeg	CN64_C1_18.123x16.946	p120
CN64_C1_18.124x19.945	../dataset/tile\CN64_C1\CN64_C1-18.124-19.945.jpeg	CN64_C1_18.124x19.945	p120
CN64_C1_19.084x14.931	../dataset/tile\CN64_C1\CN64_C1-19.084-14.931.jpeg	CN64_C1_19.084x14.931	p120
CN64_C1_19.088x12.914	../dataset/tile\CN64_C1\CN64_C1-19.088-12.914.jpeg	CN64_C1_19.088x12.914	p120
CN64_C1_19.094x11.939	../dataset/tile\CN64_C1\CN64_C1-19.094-11.939.jpeg	CN64_C1_19.094x11.939	p120
CN64_C1_19.102x13.917	../dataset/tile\CN64_C1\CN64_C1-19.102-13.917.jpeg	CN64_C1_19.102x13.917	p120
CN64_C1_19.112x17.945	../dataset/tile\CN64_C1\CN64_C1-19.112-17.945.jpeg	CN64_C1_19.112x17.945	p120
CN64_C1_19.115x20.928	../dataset/tile\CN64_C1\CN64_C1-19.115-20.928.jpeg	CN64_C1_19.115x20.928	p120
CN64_C1_19.116x15.934	../dataset/tile\CN64_C1\CN64_C1-19.116-15.934.jpeg	CN64_C1_19.116x15.934	p120
CN64_C1_19.119x16.93	../dataset/tile\CN64_C1\CN64_C1-19.119-16.93.jpeg	CN64_C1_19.119x16.93	p120
CN64_C1_19.123x19.899	../dataset/tile\CN64_C1\CN64_C1-19.123-19.899.jpeg	CN64_C1_19.123x19.899	p120
CN64_C1_19.124x18.921	../dataset/tile\CN64_C1\CN64_C1-19.124-18.921.jpeg	CN64_C1_19.124x18.921	p120
CN64_C1_19.136x21.932	../dataset/tile\CN64_C1\CN64_C1-19.136-21.932.jpeg	CN64_C1_19.136x21.932	p120
CN64_C1_20.143x13.89	../dataset/tile\CN64_C1\CN64_C1-20.143-13.89.jpeg	CN64_C1_20.143x13.89	p120
CN64_C1_20.144x12.905	../dataset/tile\CN64_C1\CN64_C1-20.144-12.905.jpeg	CN64_C1_20.144x12.905	p120
CN64_C1_20.154x14.908	../dataset/tile\CN64_C1\CN64_C1-20.154-14.908.jpeg	CN64_C1_20.154x14.908	p120
CN64_C1_20.155x16.909	../dataset/tile\CN64_C1\CN64_C1-20.155-16.909.jpeg	CN64_C1_20.155x16.909	p120
CN64_C1_20.166x19.887	../dataset/tile\CN64_C1\CN64_C1-20.166-19.887.jpeg	CN64_C1_20.166x19.887	p120
CN64_C1_20.174x11.937	../dataset/tile\CN64_C1\CN64_C1-20.174-11.937.jpeg	CN64_C1_20.174x11.937	p120
CN64_C1_20.178x17.901	../dataset/tile\CN64_C1\CN64_C1-20.178-17.901.jpeg	CN64_C1_20.178x17.901	p120
CN64_C1_20.188x15.931	../dataset/tile\CN64_C1\CN64_C1-20.188-15.931.jpeg	CN64_C1_20.188x15.931	p120
CN64_C1_20.192x18.906	../dataset/tile\CN64_C1\CN64_C1-20.192-18.906.jpeg	CN64_C1_20.192x18.906	p120
CN64_C1_20.216x20.904	../dataset/tile\CN64_C1\CN64_C1-20.216-20.904.jpeg	CN64_C1_20.216x20.904	p120
CN64_C1_20.229x21.918	../dataset/tile\CN64_C1\CN64_C1-20.229-21.918.jpeg	CN64_C1_20.229x21.918	p120
CN64_C1_21.053x12.942	../dataset/tile\CN64_C1\CN64_C1-21.053-12.942.jpeg	CN64_C1_21.053x12.942	p120
CN64_C1_21.057x13.924	../dataset/tile\CN64_C1\CN64_C1-21.057-13.924.jpeg	CN64_C1_21.057x13.924	p120
CN64_C1_21.063x16.932	../dataset/tile\CN64_C1\CN64_C1-21.063-16.932.jpeg	CN64_C1_21.063x16.932	p120
CN64_C1_21.066x17.929	../dataset/tile\CN64_C1\CN64_C1-21.066-17.929.jpeg	CN64_C1_21.066x17.929	p120
CN64_C1_21.077x11.923	../dataset/tile\CN64_C1\CN64_C1-21.077-11.923.jpeg	CN64_C1_21.077x11.923	p120
CN64_C1_21.077x19.923	../dataset/tile\CN64_C1\CN64_C1-21.077-19.923.jpeg	CN64_C1_21.077x19.923	p120
CN64_C1_21.083x18.938	../dataset/tile\CN64_C1\CN64_C1-21.083-18.938.jpeg	CN64_C1_21.083x18.938	p120
CN64_C1_21.092x15.946	../dataset/tile\CN64_C1\CN64_C1-21.092-15.946.jpeg	CN64_C1_21.092x15.946	p120
CN64_C1_21.092x20.92	../dataset/tile\CN64_C1\CN64_C1-21.092-20.92.jpeg	CN64_C1_21.092x20.92	p120
CN64_C1_21.093x14.952	../dataset/tile\CN64_C1\CN64_C1-21.093-14.952.jpeg	CN64_C1_21.093x14.952	p120
CN64_C1_21.115x21.924	../dataset/tile\CN64_C1\CN64_C1-21.115-21.924.jpeg	CN64_C1_21.115x21.924	p120
CN64_C1_22.061x20.836	../dataset/tile\CN64_C1\CN64_C1-22.061-20.836.jpeg	CN64_C1_22.061x20.836	p120
CN64_C1_22.069x12.918	../dataset/tile\CN64_C1\CN64_C1-22.069-12.918.jpeg	CN64_C1_22.069x12.918	p120
CN64_C1_22.088x15.901	../dataset/tile\CN64_C1\CN64_C1-22.088-15.901.jpeg	CN64_C1_22.088x15.901	p120
CN64_C1_22.095x14.91	../dataset/tile\CN64_C1\CN64_C1-22.095-14.91.jpeg	CN64_C1_22.095x14.91	p120
CN64_C1_22.098x13.9	../dataset/tile\CN64_C1\CN64_C1-22.098-13.9.jpeg	CN64_C1_22.098x13.9	p120
CN64_C1_22.101x16.898	../dataset/tile\CN64_C1\CN64_C1-22.101-16.898.jpeg	CN64_C1_22.101x16.898	p120
CN64_C1_22.12x17.875	../dataset/tile\CN64_C1\CN64_C1-22.12-17.875.jpeg	CN64_C1_22.12x17.875	p120
CN64_C1_22.123x19.891	../dataset/tile\CN64_C1\CN64_C1-22.123-19.891.jpeg	CN64_C1_22.123x19.891	p120
CN64_C1_22.141x18.889	../dataset/tile\CN64_C1\CN64_C1-22.141-18.889.jpeg	CN64_C1_22.141x18.889	p120
CN64_C1_22.147x21.914	../dataset/tile\CN64_C1\CN64_C1-22.147-21.914.jpeg	CN64_C1_22.147x21.914	p120
CN64_C1_23.176x14.92	../dataset/tile\CN64_C1\CN64_C1-23.176-14.92.jpeg	CN64_C1_23.176x14.92	p120
CN64_C1_23.195x16.934	../dataset/tile\CN64_C1\CN64_C1-23.195-16.934.jpeg	CN64_C1_23.195x16.934	p120
CN64_C1_23.196x17.933	../dataset/tile\CN64_C1\CN64_C1-23.196-17.933.jpeg	CN64_C1_23.196x17.933	p120
CN64_C1_23.205x18.939	../dataset/tile\CN64_C1\CN64_C1-23.205-18.939.jpeg	CN64_C1_23.205x18.939	p120
CN64_C1_23.211x21.929	../dataset/tile\CN64_C1\CN64_C1-23.211-21.929.jpeg	CN64_C1_23.211x21.929	p120
CN64_C1_23.215x13.957	../dataset/tile\CN64_C1\CN64_C1-23.215-13.957.jpeg	CN64_C1_23.215x13.957	p120
CN64_C1_23.219x15.966	../dataset/tile\CN64_C1\CN64_C1-23.219-15.966.jpeg	CN64_C1_23.219x15.966	p120
CN64_C1_23.23x20.93	../dataset/tile\CN64_C1\CN64_C1-23.23-20.93.jpeg	CN64_C1_23.23x20.93	p120
CN64_C1_23.237x19.908	../dataset/tile\CN64_C1\CN64_C1-23.237-19.908.jpeg	CN64_C1_23.237x19.908	p120
CN64_C1_24.194x15.957	../dataset/tile\CN64_C1\CN64_C1-24.194-15.957.jpeg	CN64_C1_24.194x15.957	p120
CN64_C1_24.205x16.932	../dataset/tile\CN64_C1\CN64_C1-24.205-16.932.jpeg	CN64_C1_24.205x16.932	p120
CN64_C1_24.213x19.914	../dataset/tile\CN64_C1\CN64_C1-24.213-19.914.jpeg	CN64_C1_24.213x19.914	p120
CN64_C1_24.221x18.915	../dataset/tile\CN64_C1\CN64_C1-24.221-18.915.jpeg	CN64_C1_24.221x18.915	p120
CN64_C1_24.225x17.909	../dataset/tile\CN64_C1\CN64_C1-24.225-17.909.jpeg	CN64_C1_24.225x17.909	p120
CN64_C1_24.228x20.898	../dataset/tile\CN64_C1\CN64_C1-24.228-20.898.jpeg	CN64_C1_24.228x20.898	p120
CN64_C1_25.131x16.925	../dataset/tile\CN64_C1\CN64_C1-25.131-16.925.jpeg	CN64_C1_25.131x16.925	p120
CN64_C1_25.137x17.921	../dataset/tile\CN64_C1\CN64_C1-25.137-17.921.jpeg	CN64_C1_25.137x17.921	p120
CN64_C1_25.148x19.922	../dataset/tile\CN64_C1\CN64_C1-25.148-19.922.jpeg	CN64_C1_25.148x19.922	p120
CN64_C1_25.155x18.935	../dataset/tile\CN64_C1\CN64_C1-25.155-18.935.jpeg	CN64_C1_25.155x18.935	p120
CN79_D1_10.93x24.92	../dataset/tile\CN79_D1\CN79_D1-10.93-24.92.jpeg	CN79_D1_10.93x24.92	p30
CN79_D1_10.94x23.91	../dataset/tile\CN79_D1\CN79_D1-10.94-23.91.jpeg	CN79_D1_10.94x23.91	p30
CN79_D1_10.94x25.91	../dataset/tile\CN79_D1\CN79_D1-10.94-25.91.jpeg	CN79_D1_10.94x25.91	p30
CN79_D1_10.95x22.91	../dataset/tile\CN79_D1\CN79_D1-10.95-22.91.jpeg	CN79_D1_10.95x22.91	p30
CN79_D1_10.96x27.93	../dataset/tile\CN79_D1\CN79_D1-10.96-27.93.jpeg	CN79_D1_10.96x27.93	p30
CN79_D1_10.97x26.93	../dataset/tile\CN79_D1\CN79_D1-10.97-26.93.jpeg	CN79_D1_10.97x26.93	p30
CN79_D1_10.97x28.93	../dataset/tile\CN79_D1\CN79_D1-10.97-28.93.jpeg	CN79_D1_10.97x28.93	p30
CN79_D1_11x29.94	../dataset/tile\CN79_D1\CN79_D1-11-29.94.jpeg	CN79_D1_11x29.94	p30
CN79_D1_11.01x30.94	../dataset/tile\CN79_D1\CN79_D1-11.01-30.94.jpeg	CN79_D1_11.01x30.94	p30
CN79_D1_12.01x23.99	../dataset/tile\CN79_D1\CN79_D1-12.01-23.99.jpeg	CN79_D1_12.01x23.99	p30
CN79_D1_12.03x29.02	../dataset/tile\CN79_D1\CN79_D1-12.03-29.02.jpeg	CN79_D1_12.03x29.02	p30
CN79_D1_12.03x30	../dataset/tile\CN79_D1\CN79_D1-12.03-30.jpeg	CN79_D1_12.03x30	p30
CN79_D1_12.04x21.97	../dataset/tile\CN79_D1\CN79_D1-12.04-21.97.jpeg	CN79_D1_12.04x21.97	p30
CN79_D1_12.04x27.99	../dataset/tile\CN79_D1\CN79_D1-12.04-27.99.jpeg	CN79_D1_12.04x27.99	p30
CN79_D1_12.04x27	../dataset/tile\CN79_D1\CN79_D1-12.04-27.jpeg	CN79_D1_12.04x27	p30
CN79_D1_12.05x22.96	../dataset/tile\CN79_D1\CN79_D1-12.05-22.96.jpeg	CN79_D1_12.05x22.96	p30
CN79_D1_12.05x24.98	../dataset/tile\CN79_D1\CN79_D1-12.05-24.98.jpeg	CN79_D1_12.05x24.98	p30
CN79_D1_12.05x25.99	../dataset/tile\CN79_D1\CN79_D1-12.05-25.99.jpeg	CN79_D1_12.05x25.99	p30
CN79_D1_12.05x30.99	../dataset/tile\CN79_D1\CN79_D1-12.05-30.99.jpeg	CN79_D1_12.05x30.99	p30
CN79_D1_13.02x21.02	../dataset/tile\CN79_D1\CN79_D1-13.02-21.02.jpeg	CN79_D1_13.02x21.02	p30
CN79_D1_13.02x25.98	../dataset/tile\CN79_D1\CN79_D1-13.02-25.98.jpeg	CN79_D1_13.02x25.98	p30
CN79_D1_13.03x21.97	../dataset/tile\CN79_D1\CN79_D1-13.03-21.97.jpeg	CN79_D1_13.03x21.97	p30
CN79_D1_13.04x27	../dataset/tile\CN79_D1\CN79_D1-13.04-27.jpeg	CN79_D1_13.04x27	p30
CN79_D1_13.04x29.98	../dataset/tile\CN79_D1\CN79_D1-13.04-29.98.jpeg	CN79_D1_13.04x29.98	p30
CN79_D1_13.05x29.02	../dataset/tile\CN79_D1\CN79_D1-13.05-29.02.jpeg	CN79_D1_13.05x29.02	p30
CN79_D1_13.05x32.01	../dataset/tile\CN79_D1\CN79_D1-13.05-32.01.jpeg	CN79_D1_13.05x32.01	p30
CN79_D1_13.06x22.97	../dataset/tile\CN79_D1\CN79_D1-13.06-22.97.jpeg	CN79_D1_13.06x22.97	p30
CN79_D1_13.06x28	../dataset/tile\CN79_D1\CN79_D1-13.06-28.jpeg	CN79_D1_13.06x28	p30
CN79_D1_13.06x31.01	../dataset/tile\CN79_D1\CN79_D1-13.06-31.01.jpeg	CN79_D1_13.06x31.01	p30
CN79_D1_13.07x23.99	../dataset/tile\CN79_D1\CN79_D1-13.07-23.99.jpeg	CN79_D1_13.07x23.99	p30
CN79_D1_13.08x24.97	../dataset/tile\CN79_D1\CN79_D1-13.08-24.97.jpeg	CN79_D1_13.08x24.97	p30
CN79_D1_13.98x22.97	../dataset/tile\CN79_D1\CN79_D1-13.98-22.97.jpeg	CN79_D1_13.98x22.97	p30
CN79_D1_13.99x21.94	../dataset/tile\CN79_D1\CN79_D1-13.99-21.94.jpeg	CN79_D1_13.99x21.94	p30
CN79_D1_14x23.95	../dataset/tile\CN79_D1\CN79_D1-14-23.95.jpeg	CN79_D1_14x23.95	p30
CN79_D1_14x24.94	../dataset/tile\CN79_D1\CN79_D1-14-24.94.jpeg	CN79_D1_14x24.94	p30
